Jahr,Nationalität,Geschlecht,Familienstatus,Alter,Anzahl
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft,48,-
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2019,Ausländer,weiblich,Lebenspartner verstorben,48,-
31.12.2020,Deutsche,männlich,ledig,48,118744
31.12.2020,Deutsche,männlich,verheiratet,48,261426
31.12.2020,Deutsche,männlich,verwitwet,48,1810
31.12.2020,Deutsche,männlich,geschieden,48,50118
31.12.2020,Deutsche,männlich,Lebenspartnerschaft,48,-
31.12.2020,Deutsche,männlich,Lebenspartnerschaft aufgehoben,48,-
31.12.2020,Deutsche,männlich,Lebenspartner verstorben,48,-
31.12.2020,Deutsche,weiblich,ledig,48,82084
31.12.2020,Deutsche,weiblich,verheiratet,48,277615
31.12.2020,Deutsche,weiblich,verwitwet,48,6902
31.12.2020,Deutsche,weiblich,geschieden,48,65349
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft,48,-
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2020,Deutsche,weiblich,Lebenspartner verstorben,48,-
31.12.2020,Ausländer,männlich,ledig,48,28539
31.12.2020,Ausländer,männlich,verheiratet,48,49788
31.12.2020,Ausländer,männlich,verwitwet,48,452
31.12.2020,Ausländer,männlich,geschieden,48,10128
31.12.2020,Ausländer,männlich,Lebenspartnerschaft,48,-
31.12.2020,Ausländer,männlich,Lebenspartnerschaft aufgehoben,48,-
31.12.2020,Ausländer,männlich,Lebenspartner verstorben,48,-
31.12.2020,Ausländer,weiblich,ledig,48,16015
31.12.2020,Ausländer,weiblich,verheiratet,48,55417
31.12.2020,Ausländer,weiblich,verwitwet,48,1646
31.12.2020,Ausländer,weiblich,geschieden,48,12182
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft,48,-
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2020,Ausländer,weiblich,Lebenspartner verstorben,48,-
31.12.2021,Deutsche,männlich,ledig,48,108612
31.12.2021,Deutsche,männlich,verheiratet,48,235531
31.12.2021,Deutsche,männlich,verwitwet,48,1670
31.12.2021,Deutsche,männlich,geschieden,48,43954
31.12.2021,Deutsche,männlich,Lebenspartnerschaft,48,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft aufgehoben,48,-
31.12.2021,Deutsche,männlich,Lebenspartner verstorben,48,-
31.12.2021,Deutsche,weiblich,ledig,48,76694
31.12.2021,Deutsche,weiblich,verheiratet,48,249927
31.12.2021,Deutsche,weiblich,verwitwet,48,6171
31.12.2021,Deutsche,weiblich,geschieden,48,59349
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft,48,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2021,Deutsche,weiblich,Lebenspartner verstorben,48,-
31.12.2021,Ausländer,männlich,ledig,48,30931
31.12.2021,Ausländer,männlich,verheiratet,48,48076
31.12.2021,Ausländer,männlich,verwitwet,48,436
31.12.2021,Ausländer,männlich,geschieden,48,10302
31.12.2021,Ausländer,männlich,Lebenspartnerschaft,48,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft aufgehoben,48,-
31.12.2021,Ausländer,männlich,Lebenspartner verstorben,48,-
31.12.2021,Ausländer,weiblich,ledig,48,17858
31.12.2021,Ausländer,weiblich,verheiratet,48,56226
31.12.2021,Ausländer,weiblich,verwitwet,48,1702
31.12.2021,Ausländer,weiblich,geschieden,48,12509
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft,48,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2021,Ausländer,weiblich,Lebenspartner verstorben,48,-
31.12.2022,Deutsche,männlich,ledig,48,108076
31.12.2022,Deutsche,männlich,verheiratet,48,230247
31.12.2022,Deutsche,männlich,verwitwet,48,1595
31.12.2022,Deutsche,männlich,geschieden,48,43204
31.12.2022,Deutsche,männlich,Lebenspartnerschaft,48,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft aufgehoben,48,-
31.12.2022,Deutsche,männlich,Lebenspartner verstorben,48,-
31.12.2022,Deutsche,weiblich,ledig,48,77327
31.12.2022,Deutsche,weiblich,verheiratet,48,245446
31.12.2022,Deutsche,weiblich,verwitwet,48,5992
31.12.2022,Deutsche,weiblich,geschieden,48,57992
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft,48,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2022,Deutsche,weiblich,Lebenspartner verstorben,48,-
31.12.2022,Ausländer,männlich,ledig,48,37686
31.12.2022,Ausländer,männlich,verheiratet,48,48246
31.12.2022,Ausländer,männlich,verwitwet,48,446
31.12.2022,Ausländer,männlich,geschieden,48,10495
31.12.2022,Ausländer,männlich,Lebenspartnerschaft,48,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft aufgehoben,48,-
31.12.2022,Ausländer,männlich,Lebenspartner verstorben,48,-
31.12.2022,Ausländer,weiblich,ledig,48,26659
31.12.2022,Ausländer,weiblich,verheiratet,48,57064
31.12.2022,Ausländer,weiblich,verwitwet,48,1781
31.12.2022,Ausländer,weiblich,geschieden,48,13294
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft,48,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,48,-
31.12.2022,Ausländer,weiblich,Lebenspartner verstorben,48,-
__________,,,,48,
31.12.2014,Deutsche,männlich,ledig,49,146868
31.12.2014,Deutsche,männlich,verheiratet,49,402841
31.12.2014,Deutsche,männlich,verwitwet,49,3595
31.12.2014,Deutsche,männlich,geschieden,49,88569
31.12.2014,Deutsche,männlich,Lebenspartnerschaft,49,2030
31.12.2014,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,158
31.12.2014,Deutsche,männlich,Lebenspartner verstorben,49,45
31.12.2014,Deutsche,weiblich,ledig,49,90088
31.12.2014,Deutsche,weiblich,verheiratet,49,417402
31.12.2014,Deutsche,weiblich,verwitwet,49,13804
31.12.2014,Deutsche,weiblich,geschieden,49,108737
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft,49,1395
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,146
31.12.2014,Deutsche,weiblich,Lebenspartner verstorben,49,18
31.12.2014,Ausländer,männlich,ledig,49,9886
31.12.2014,Ausländer,männlich,verheiratet,49,46316
31.12.2014,Ausländer,männlich,verwitwet,49,438
31.12.2014,Ausländer,männlich,geschieden,49,8470
31.12.2014,Ausländer,männlich,Lebenspartnerschaft,49,166
31.12.2014,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,22
31.12.2014,Ausländer,männlich,Lebenspartner verstorben,49,2
31.12.2014,Ausländer,weiblich,ledig,49,4773
31.12.2014,Ausländer,weiblich,verheiratet,49,42326
31.12.2014,Ausländer,weiblich,verwitwet,49,1809
31.12.2014,Ausländer,weiblich,geschieden,49,8557
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft,49,64
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,13
31.12.2014,Ausländer,weiblich,Lebenspartner verstorben,49,1
31.12.2015,Deutsche,männlich,ledig,49,151952
31.12.2015,Deutsche,männlich,verheiratet,49,393958
31.12.2015,Deutsche,männlich,verwitwet,49,3517
31.12.2015,Deutsche,männlich,geschieden,49,85947
31.12.2015,Deutsche,männlich,Lebenspartnerschaft,49,2194
31.12.2015,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,191
31.12.2015,Deutsche,männlich,Lebenspartner verstorben,49,46
31.12.2015,Deutsche,weiblich,ledig,49,95299
31.12.2015,Deutsche,weiblich,verheiratet,49,410562
31.12.2015,Deutsche,weiblich,verwitwet,49,12867
31.12.2015,Deutsche,weiblich,geschieden,49,107739
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft,49,1595
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,163
31.12.2015,Deutsche,weiblich,Lebenspartner verstorben,49,16
31.12.2015,Ausländer,männlich,ledig,49,12585
31.12.2015,Ausländer,männlich,verheiratet,49,47485
31.12.2015,Ausländer,männlich,verwitwet,49,451
31.12.2015,Ausländer,männlich,geschieden,49,8738
31.12.2015,Ausländer,männlich,Lebenspartnerschaft,49,169
31.12.2015,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,31
31.12.2015,Ausländer,männlich,Lebenspartner verstorben,49,6
31.12.2015,Ausländer,weiblich,ledig,49,6319
31.12.2015,Ausländer,weiblich,verheiratet,49,43849
31.12.2015,Ausländer,weiblich,verwitwet,49,1812
31.12.2015,Ausländer,weiblich,geschieden,49,9074
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft,49,70
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,10
31.12.2015,Ausländer,weiblich,Lebenspartner verstorben,49,-
31.12.2016,Deutsche,männlich,ledig,49,151700
31.12.2016,Deutsche,männlich,verheiratet,49,376668
31.12.2016,Deutsche,männlich,verwitwet,49,3240
31.12.2016,Deutsche,männlich,geschieden,49,80895
31.12.2016,Deutsche,männlich,Lebenspartnerschaft,49,2214
31.12.2016,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,214
31.12.2016,Deutsche,männlich,Lebenspartner verstorben,49,57
31.12.2016,Deutsche,weiblich,ledig,49,96530
31.12.2016,Deutsche,weiblich,verheiratet,49,394221
31.12.2016,Deutsche,weiblich,verwitwet,49,11941
31.12.2016,Deutsche,weiblich,geschieden,49,103445
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft,49,1676
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,180
31.12.2016,Deutsche,weiblich,Lebenspartner verstorben,49,20
31.12.2016,Ausländer,männlich,ledig,49,15660
31.12.2016,Ausländer,männlich,verheiratet,49,46210
31.12.2016,Ausländer,männlich,verwitwet,49,477
31.12.2016,Ausländer,männlich,geschieden,49,8884
31.12.2016,Ausländer,männlich,Lebenspartnerschaft,49,220
31.12.2016,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,31
31.12.2016,Ausländer,männlich,Lebenspartner verstorben,49,8
31.12.2016,Ausländer,weiblich,ledig,49,8071
31.12.2016,Ausländer,weiblich,verheiratet,49,43943
31.12.2016,Ausländer,weiblich,verwitwet,49,1893
31.12.2016,Ausländer,weiblich,geschieden,49,9784
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft,49,63
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,12
31.12.2016,Ausländer,weiblich,Lebenspartner verstorben,49,1
31.12.2017,Deutsche,männlich,ledig,49,150603
31.12.2017,Deutsche,männlich,verheiratet,49,358611
31.12.2017,Deutsche,männlich,verwitwet,49,3028
31.12.2017,Deutsche,männlich,geschieden,49,75327
31.12.2017,Deutsche,männlich,Lebenspartnerschaft,49,2459
31.12.2017,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,260
31.12.2017,Deutsche,männlich,Lebenspartner verstorben,49,60
31.12.2017,Deutsche,weiblich,ledig,49,96838
31.12.2017,Deutsche,weiblich,verheiratet,49,376465
31.12.2017,Deutsche,weiblich,verwitwet,49,10956
31.12.2017,Deutsche,weiblich,geschieden,49,97428
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft,49,1775
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,270
31.12.2017,Deutsche,weiblich,Lebenspartner verstorben,49,24
31.12.2017,Ausländer,männlich,ledig,49,18935
31.12.2017,Ausländer,männlich,verheiratet,49,49595
31.12.2017,Ausländer,männlich,verwitwet,49,471
31.12.2017,Ausländer,männlich,geschieden,49,9713
31.12.2017,Ausländer,männlich,Lebenspartnerschaft,49,199
31.12.2017,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,45
31.12.2017,Ausländer,männlich,Lebenspartner verstorben,49,8
31.12.2017,Ausländer,weiblich,ledig,49,9885
31.12.2017,Ausländer,weiblich,verheiratet,49,48163
31.12.2017,Ausländer,weiblich,verwitwet,49,1974
31.12.2017,Ausländer,weiblich,geschieden,49,10887
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft,49,83
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,15
31.12.2017,Ausländer,weiblich,Lebenspartner verstorben,49,-
31.12.2018,Deutsche,männlich,ledig,49,143724
31.12.2018,Deutsche,männlich,verheiratet,49,338914
31.12.2018,Deutsche,männlich,verwitwet,49,2742
31.12.2018,Deutsche,männlich,geschieden,49,69213
31.12.2018,Deutsche,männlich,Lebenspartnerschaft,49,1525
31.12.2018,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,264
31.12.2018,Deutsche,männlich,Lebenspartner verstorben,49,60
31.12.2018,Deutsche,weiblich,ledig,49,94959
31.12.2018,Deutsche,weiblich,verheiratet,49,355227
31.12.2018,Deutsche,weiblich,verwitwet,49,10097
31.12.2018,Deutsche,weiblich,geschieden,49,89508
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft,49,1087
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,250
31.12.2018,Deutsche,weiblich,Lebenspartner verstorben,49,17
31.12.2018,Ausländer,männlich,ledig,49,21502
31.12.2018,Ausländer,männlich,verheiratet,49,50590
31.12.2018,Ausländer,männlich,verwitwet,49,512
31.12.2018,Ausländer,männlich,geschieden,49,10124
31.12.2018,Ausländer,männlich,Lebenspartnerschaft,49,167
31.12.2018,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,41
31.12.2018,Ausländer,männlich,Lebenspartner verstorben,49,5
31.12.2018,Ausländer,weiblich,ledig,49,11229
31.12.2018,Ausländer,weiblich,verheiratet,49,50612
31.12.2018,Ausländer,weiblich,verwitwet,49,1886
31.12.2018,Ausländer,weiblich,geschieden,49,11498
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft,49,55
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,15
31.12.2018,Ausländer,weiblich,Lebenspartner verstorben,49,2
31.12.2019,Deutsche,männlich,ledig,49,133869
31.12.2019,Deutsche,männlich,verheiratet,49,309653
31.12.2019,Deutsche,männlich,verwitwet,49,2571
31.12.2019,Deutsche,männlich,geschieden,49,61884
31.12.2019,Deutsche,männlich,Lebenspartnerschaft,49,-
31.12.2019,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2019,Deutsche,männlich,Lebenspartner verstorben,49,-
31.12.2019,Deutsche,weiblich,ledig,49,89827
31.12.2019,Deutsche,weiblich,verheiratet,49,326652
31.12.2019,Deutsche,weiblich,verwitwet,49,9108
31.12.2019,Deutsche,weiblich,geschieden,49,80738
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft,49,-
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2019,Deutsche,weiblich,Lebenspartner verstorben,49,-
31.12.2019,Ausländer,männlich,ledig,49,24907
31.12.2019,Ausländer,männlich,verheiratet,49,49788
31.12.2019,Ausländer,männlich,verwitwet,49,509
31.12.2019,Ausländer,männlich,geschieden,49,10271
31.12.2019,Ausländer,männlich,Lebenspartnerschaft,49,-
31.12.2019,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2019,Ausländer,männlich,Lebenspartner verstorben,49,-
31.12.2019,Ausländer,weiblich,ledig,49,13321
31.12.2019,Ausländer,weiblich,verheiratet,49,52679
31.12.2019,Ausländer,weiblich,verwitwet,49,1892
31.12.2019,Ausländer,weiblich,geschieden,49,12011
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft,49,-
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2019,Ausländer,weiblich,Lebenspartner verstorben,49,-
31.12.2020,Deutsche,männlich,ledig,49,129918
31.12.2020,Deutsche,männlich,verheiratet,49,295080
31.12.2020,Deutsche,männlich,verwitwet,49,2391
31.12.2020,Deutsche,männlich,geschieden,49,58323
31.12.2020,Deutsche,männlich,Lebenspartnerschaft,49,-
31.12.2020,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2020,Deutsche,männlich,Lebenspartner verstorben,49,-
31.12.2020,Deutsche,weiblich,ledig,49,89094
31.12.2020,Deutsche,weiblich,verheiratet,49,310814
31.12.2020,Deutsche,weiblich,verwitwet,49,8562
31.12.2020,Deutsche,weiblich,geschieden,49,75862
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft,49,-
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2020,Deutsche,weiblich,Lebenspartner verstorben,49,-
31.12.2020,Ausländer,männlich,ledig,49,26306
31.12.2020,Ausländer,männlich,verheiratet,49,48812
31.12.2020,Ausländer,männlich,verwitwet,49,494
31.12.2020,Ausländer,männlich,geschieden,49,10457
31.12.2020,Ausländer,männlich,Lebenspartnerschaft,49,-
31.12.2020,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2020,Ausländer,männlich,Lebenspartner verstorben,49,-
31.12.2020,Ausländer,weiblich,ledig,49,14499
31.12.2020,Ausländer,weiblich,verheiratet,49,53510
31.12.2020,Ausländer,weiblich,verwitwet,49,1893
31.12.2020,Ausländer,weiblich,geschieden,49,12090
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft,49,-
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2020,Ausländer,weiblich,Lebenspartner verstorben,49,-
31.12.2021,Deutsche,männlich,ledig,49,116365
31.12.2021,Deutsche,männlich,verheiratet,49,260771
31.12.2021,Deutsche,männlich,verwitwet,49,2051
31.12.2021,Deutsche,männlich,geschieden,49,51937
31.12.2021,Deutsche,männlich,Lebenspartnerschaft,49,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2021,Deutsche,männlich,Lebenspartner verstorben,49,-
31.12.2021,Deutsche,weiblich,ledig,49,80631
31.12.2021,Deutsche,weiblich,verheiratet,49,276503
31.12.2021,Deutsche,weiblich,verwitwet,49,7713
31.12.2021,Deutsche,weiblich,geschieden,49,66944
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft,49,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2021,Deutsche,weiblich,Lebenspartner verstorben,49,-
31.12.2021,Ausländer,männlich,ledig,49,29174
31.12.2021,Ausländer,männlich,verheiratet,49,48261
31.12.2021,Ausländer,männlich,verwitwet,49,492
31.12.2021,Ausländer,männlich,geschieden,49,10297
31.12.2021,Ausländer,männlich,Lebenspartnerschaft,49,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2021,Ausländer,männlich,Lebenspartner verstorben,49,-
31.12.2021,Ausländer,weiblich,ledig,49,16612
31.12.2021,Ausländer,weiblich,verheiratet,49,54408
31.12.2021,Ausländer,weiblich,verwitwet,49,1820
31.12.2021,Ausländer,weiblich,geschieden,49,12479
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft,49,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2021,Ausländer,weiblich,Lebenspartner verstorben,49,-
31.12.2022,Deutsche,männlich,ledig,49,106169
31.12.2022,Deutsche,männlich,verheiratet,49,235779
31.12.2022,Deutsche,männlich,verwitwet,49,1870
31.12.2022,Deutsche,männlich,geschieden,49,45136
31.12.2022,Deutsche,männlich,Lebenspartnerschaft,49,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2022,Deutsche,männlich,Lebenspartner verstorben,49,-
31.12.2022,Deutsche,weiblich,ledig,49,75023
31.12.2022,Deutsche,weiblich,verheiratet,49,249729
31.12.2022,Deutsche,weiblich,verwitwet,49,6864
31.12.2022,Deutsche,weiblich,geschieden,49,60356
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft,49,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2022,Deutsche,weiblich,Lebenspartner verstorben,49,-
31.12.2022,Ausländer,männlich,ledig,49,34302
31.12.2022,Ausländer,männlich,verheiratet,49,47604
31.12.2022,Ausländer,männlich,verwitwet,49,481
31.12.2022,Ausländer,männlich,geschieden,49,10647
31.12.2022,Ausländer,männlich,Lebenspartnerschaft,49,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft aufgehoben,49,-
31.12.2022,Ausländer,männlich,Lebenspartner verstorben,49,-
31.12.2022,Ausländer,weiblich,ledig,49,24083
31.12.2022,Ausländer,weiblich,verheiratet,49,56566
31.12.2022,Ausländer,weiblich,verwitwet,49,2003
31.12.2022,Ausländer,weiblich,geschieden,49,13267
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft,49,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,49,-
31.12.2022,Ausländer,weiblich,Lebenspartner verstorben,49,-
__________,,,,49,
31.12.2014,Deutsche,männlich,ledig,50,140952
31.12.2014,Deutsche,männlich,verheiratet,50,416875
31.12.2014,Deutsche,männlich,verwitwet,50,4324
31.12.2014,Deutsche,männlich,geschieden,50,93967
31.12.2014,Deutsche,männlich,Lebenspartnerschaft,50,1956
31.12.2014,Deutsche,männlich,Lebenspartnerschaft aufgehoben,50,147
31.12.2014,Deutsche,männlich,Lebenspartner verstorben,50,43
31.12.2014,Deutsche,weiblich,ledig,50,85928
31.12.2014,Deutsche,weiblich,verheiratet,50,431684
31.12.2014,Deutsche,weiblich,verwitwet,50,16247
31.12.2014,Deutsche,weiblich,geschieden,50,113157
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft,50,1441
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,50,137
31.12.2014,Deutsche,weiblich,Lebenspartner verstorben,50,14
31.12.2014,Ausländer,männlich,ledig,50,8997
31.12.2014,Ausländer,männlich,verheiratet,50,45459
31.12.2014,Ausländer,männlich,verwitwet,50,473
31.12.2014,Ausländer,männlich,geschieden,50,8152
31.12.2014,Ausländer,männlich,Lebenspartnerschaft,50,148
31.12.2014,Ausländer,männlich,Lebenspartnerschaft aufgehoben,50,22
31.12.2014,Ausländer,männlich,Lebenspartner verstorben,50,6
31.12.2014,Ausländer,weiblich,ledig,50,4381
31.12.2014,Ausländer,weiblich,verheiratet,50,40215
31.12.2014,Ausländer,weiblich,verwitwet,50,1984
31.12.2014,Ausländer,weiblich,geschieden,50,8413
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft,50,54
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,50,12
31.12.2014,Ausländer,weiblich,Lebenspartner verstorben,50,1
31.12.2015,Deutsche,männlich,ledig,50,143289
31.12.2015,Deutsche,männlich,verheiratet,50,402831
31.12.2015,Deutsche,männlich,verwitwet,50,3937
31.12.2015,Deutsche,männlich,geschieden,50,89735
31.12.2015,Deutsche,männlich,Lebenspartnerschaft,50,2223
31.12.2015,Deutsche,männlich,Lebenspartnerschaft aufgehoben,50,185
31.12.2015,Deutsche,männlich,Lebenspartner verstorben,50,53
31.12.2015,Deutsche,weiblich,ledig,50,88053
31.12.2015,Deutsche,weiblich,verheiratet,50,416323
31.12.2015,Deutsche,weiblich,verwitwet,50,15084
31.12.2015,Deutsche,weiblich,geschieden,50,109710
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft,50,1562
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,50,163
31.12.2015,Deutsche,weiblich,Lebenspartner verstorben,50,23
31.12.2015,Ausländer,männlich,ledig,50,11824
31.12.2015,Ausländer,männlich,verheiratet,50,46951
31.12.2015,Ausländer,männlich,verwitwet,50,485
31.12.2015,Ausländer,männlich,geschieden,50,8743
31.12.2015,Ausländer,männlich,Lebenspartnerschaft,50,174
31.12.2015,Ausländer,männlich,Lebenspartnerschaft aufgehoben,50,25
31.12.2015,Ausländer,männlich,Lebenspartner verstorben,50,3
31.12.2015,Ausländer,weiblich,ledig,50,5807
31.12.2015,Ausländer,weiblich,verheiratet,50,42807
31.12.2015,Ausländer,weiblich,verwitwet,50,2003
31.12.2015,Ausländer,weiblich,geschieden,50,8829
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft,50,77
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,50,12
31.12.2015,Ausländer,weiblich,Lebenspartner verstorben,50,1
31.12.2016,Deutsche,männlich,ledig,50,147510
31.12.2016,Deutsche,männlich,verheiratet,50,393695
31.12.2016,Deutsche,männlich,verwitwet,50,3886
31.12.2016,Deutsche,männlich,geschieden,50,87016
31.12.2016,Deutsche,männlich,Lebenspartnerschaft,50,2409
31.12.2016,Deutsche,männlich,Lebenspartnerschaft aufgehoben,50,201
31.12.2016,Deutsche,männlich,Lebenspartner verstorben,50,50
31.12.2016,Deutsche,weiblich,ledig,50,92968
31.12.2016,Deutsche,weiblich,verheiratet,50,409941
31.12.2016,Deutsche,weiblich,verwitwet,50,14025
31.12.2016,Deutsche,weiblich,geschieden,50,108276
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft,50,1733
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,50,191
31.12.2016,Deutsche,weiblich,Lebenspartner verstorben,50,24
31.12.2016,Ausländer,männlich,ledig,50,13563
31.12.2016,Ausländer,männlich,verheiratet,50,46811
31.12.2016,Ausländer,männlich,verwitwet,50,487
31.12.2016,Ausländer,männlich,geschieden,50,8997
31.12.2016,Ausländer,männlich,Lebenspartnerschaft,50,177
31.12.2016,Ausländer,männlich,Lebenspartnerschaft aufgehoben,50,32
31.12.2016,Ausländer,männlich,Lebenspartner verstorben,50,8
31.12.2016,Ausländer,weiblich,ledig,50,7058
31.12.2016,Ausländer,weiblich,verheiratet,50,43587
31.12.2016,Ausländer,weiblich,verwitwet,50,1947
31.12.2016,Ausländer,weiblich,geschieden,50,9285
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft,50,69
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,50,10
31.12.2016,Ausländer,weiblich,Lebenspartner verstorben,50,1
31.12.2017,Deutsche,männlich,ledig,50,147586
31.12.2017,Deutsche,männlich,verheiratet,50,377526
31.12.2017,Deutsche,männlich,verwitwet,50,3650
31.12.2017,Deutsche,männlich,geschieden,50,81513
31.12.2017,Deutsche,männlich,Lebenspartnerschaft,50,2336
31.12.2017,Deutsche,männlich,Lebenspartnerschaft aufgehoben,50,235
31.12.2017,Deutsche,männlich,Lebenspartner verstorben,50,64
31.12.2017,Deutsche,weiblich,ledig,50,94224
31.12.2017,Deutsche,weiblich,verheiratet,50,394214
31.12.2017,Deutsche,weiblich,verwitwet,50,13031
31.12.2017,Deutsche,weiblich,geschieden,50,103919
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft,50,1778
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,50,210
31.12.2017,Deutsche,weiblich,Lebenspartner verstorben,50,23
31.12.2017,Ausländer,männlich,ledig,50,16981
31.12.2017,Ausländer,männlich,verheiratet,50,45930
31.12.2017,Ausländer,männlich,verwitwet,50,532
31.12.2017,Ausländer,männlich,geschieden,50,9117
31.12.2017,Ausländer,männlich,Lebenspartnerschaft,50,201
31.12.2017,Ausländer,männlich,Lebenspartnerschaft aufgehoben,50,34
31.12.2017,Ausländer,männlich,Lebenspartner verstorben,50,10
31.12.2017,Ausländer,weiblich,ledig,50,8781
31.12.2017,Ausländer,weiblich,verheiratet,50,43867
31.12.2017,Ausländer,weiblich,verwitwet,50,2016
31.12.2017,Ausländer,weiblich,geschieden,50,9972
