Jahr,Nationalität,Geschlecht,Familienstatus,Alter,Anzahl
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft,12,-
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,12,-
31.12.2020,Ausländer,weiblich,Lebenspartner verstorben,12,-
31.12.2021,Deutsche,männlich,ledig,12,332114
31.12.2021,Deutsche,männlich,verheiratet,12,-
31.12.2021,Deutsche,männlich,verwitwet,12,-
31.12.2021,Deutsche,männlich,geschieden,12,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft,12,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft aufgehoben,12,-
31.12.2021,Deutsche,männlich,Lebenspartner verstorben,12,-
31.12.2021,Deutsche,weiblich,ledig,12,315018
31.12.2021,Deutsche,weiblich,verheiratet,12,-
31.12.2021,Deutsche,weiblich,verwitwet,12,-
31.12.2021,Deutsche,weiblich,geschieden,12,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft,12,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,12,-
31.12.2021,Deutsche,weiblich,Lebenspartner verstorben,12,-
31.12.2021,Ausländer,männlich,ledig,12,49401
31.12.2021,Ausländer,männlich,verheiratet,12,-
31.12.2021,Ausländer,männlich,verwitwet,12,-
31.12.2021,Ausländer,männlich,geschieden,12,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft,12,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft aufgehoben,12,-
31.12.2021,Ausländer,männlich,Lebenspartner verstorben,12,-
31.12.2021,Ausländer,weiblich,ledig,12,44714
31.12.2021,Ausländer,weiblich,verheiratet,12,-
31.12.2021,Ausländer,weiblich,verwitwet,12,-
31.12.2021,Ausländer,weiblich,geschieden,12,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft,12,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,12,-
31.12.2021,Ausländer,weiblich,Lebenspartner verstorben,12,-
31.12.2022,Deutsche,männlich,ledig,12,336618
31.12.2022,Deutsche,männlich,verheiratet,12,-
31.12.2022,Deutsche,männlich,verwitwet,12,-
31.12.2022,Deutsche,männlich,geschieden,12,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft,12,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft aufgehoben,12,-
31.12.2022,Deutsche,männlich,Lebenspartner verstorben,12,-
31.12.2022,Deutsche,weiblich,ledig,12,320506
31.12.2022,Deutsche,weiblich,verheiratet,12,-
31.12.2022,Deutsche,weiblich,verwitwet,12,-
31.12.2022,Deutsche,weiblich,geschieden,12,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft,12,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,12,-
31.12.2022,Deutsche,weiblich,Lebenspartner verstorben,12,-
31.12.2022,Ausländer,männlich,ledig,12,63179
31.12.2022,Ausländer,männlich,verheiratet,12,-
31.12.2022,Ausländer,männlich,verwitwet,12,-
31.12.2022,Ausländer,männlich,geschieden,12,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft,12,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft aufgehoben,12,-
31.12.2022,Ausländer,männlich,Lebenspartner verstorben,12,-
31.12.2022,Ausländer,weiblich,ledig,12,57652
31.12.2022,Ausländer,weiblich,verheiratet,12,-
31.12.2022,Ausländer,weiblich,verwitwet,12,-
31.12.2022,Ausländer,weiblich,geschieden,12,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft,12,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,12,-
31.12.2022,Ausländer,weiblich,Lebenspartner verstorben,12,-
__________,,,,12,
31.12.2014,Deutsche,männlich,ledig,13,362751
31.12.2014,Deutsche,männlich,verheiratet,13,-
31.12.2014,Deutsche,männlich,verwitwet,13,-
31.12.2014,Deutsche,männlich,geschieden,13,-
31.12.2014,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2014,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2014,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2014,Deutsche,weiblich,ledig,13,343133
31.12.2014,Deutsche,weiblich,verheiratet,13,-
31.12.2014,Deutsche,weiblich,verwitwet,13,-
31.12.2014,Deutsche,weiblich,geschieden,13,-
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2014,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2014,Ausländer,männlich,ledig,13,23238
31.12.2014,Ausländer,männlich,verheiratet,13,-
31.12.2014,Ausländer,männlich,verwitwet,13,-
31.12.2014,Ausländer,männlich,geschieden,13,-
31.12.2014,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2014,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2014,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2014,Ausländer,weiblich,ledig,13,21739
31.12.2014,Ausländer,weiblich,verheiratet,13,4
31.12.2014,Ausländer,weiblich,verwitwet,13,-
31.12.2014,Ausländer,weiblich,geschieden,13,-
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2014,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2015,Deutsche,männlich,ledig,13,354402
31.12.2015,Deutsche,männlich,verheiratet,13,-
31.12.2015,Deutsche,männlich,verwitwet,13,-
31.12.2015,Deutsche,männlich,geschieden,13,-
31.12.2015,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2015,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2015,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2015,Deutsche,weiblich,ledig,13,336112
31.12.2015,Deutsche,weiblich,verheiratet,13,-
31.12.2015,Deutsche,weiblich,verwitwet,13,-
31.12.2015,Deutsche,weiblich,geschieden,13,-
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2015,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2015,Ausländer,männlich,ledig,13,29836
31.12.2015,Ausländer,männlich,verheiratet,13,-
31.12.2015,Ausländer,männlich,verwitwet,13,-
31.12.2015,Ausländer,männlich,geschieden,13,-
31.12.2015,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2015,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2015,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2015,Ausländer,weiblich,ledig,13,25933
31.12.2015,Ausländer,weiblich,verheiratet,13,7
31.12.2015,Ausländer,weiblich,verwitwet,13,-
31.12.2015,Ausländer,weiblich,geschieden,13,-
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,1
31.12.2015,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2016,Deutsche,männlich,ledig,13,347975
31.12.2016,Deutsche,männlich,verheiratet,13,-
31.12.2016,Deutsche,männlich,verwitwet,13,-
31.12.2016,Deutsche,männlich,geschieden,13,-
31.12.2016,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2016,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2016,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2016,Deutsche,weiblich,ledig,13,330348
31.12.2016,Deutsche,weiblich,verheiratet,13,-
31.12.2016,Deutsche,weiblich,verwitwet,13,-
31.12.2016,Deutsche,weiblich,geschieden,13,-
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2016,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2016,Ausländer,männlich,ledig,13,33768
31.12.2016,Ausländer,männlich,verheiratet,13,-
31.12.2016,Ausländer,männlich,verwitwet,13,-
31.12.2016,Ausländer,männlich,geschieden,13,-
31.12.2016,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2016,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2016,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2016,Ausländer,weiblich,ledig,13,29730
31.12.2016,Ausländer,weiblich,verheiratet,13,4
31.12.2016,Ausländer,weiblich,verwitwet,13,-
31.12.2016,Ausländer,weiblich,geschieden,13,-
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft,13,1
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,1
31.12.2016,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2017,Deutsche,männlich,ledig,13,347925
31.12.2017,Deutsche,männlich,verheiratet,13,-
31.12.2017,Deutsche,männlich,verwitwet,13,-
31.12.2017,Deutsche,männlich,geschieden,13,-
31.12.2017,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2017,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2017,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2017,Deutsche,weiblich,ledig,13,330613
31.12.2017,Deutsche,weiblich,verheiratet,13,-
31.12.2017,Deutsche,weiblich,verwitwet,13,-
31.12.2017,Deutsche,weiblich,geschieden,13,-
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2017,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2017,Ausländer,männlich,ledig,13,36185
31.12.2017,Ausländer,männlich,verheiratet,13,-
31.12.2017,Ausländer,männlich,verwitwet,13,-
31.12.2017,Ausländer,männlich,geschieden,13,-
31.12.2017,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2017,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2017,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2017,Ausländer,weiblich,ledig,13,32166
31.12.2017,Ausländer,weiblich,verheiratet,13,-
31.12.2017,Ausländer,weiblich,verwitwet,13,1
31.12.2017,Ausländer,weiblich,geschieden,13,-
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2017,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2018,Deutsche,männlich,ledig,13,340144
31.12.2018,Deutsche,männlich,verheiratet,13,-
31.12.2018,Deutsche,männlich,verwitwet,13,-
31.12.2018,Deutsche,männlich,geschieden,13,-
31.12.2018,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2018,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2018,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2018,Deutsche,weiblich,ledig,13,323386
31.12.2018,Deutsche,weiblich,verheiratet,13,-
31.12.2018,Deutsche,weiblich,verwitwet,13,-
31.12.2018,Deutsche,weiblich,geschieden,13,-
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2018,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2018,Ausländer,männlich,ledig,13,38224
31.12.2018,Ausländer,männlich,verheiratet,13,-
31.12.2018,Ausländer,männlich,verwitwet,13,-
31.12.2018,Ausländer,männlich,geschieden,13,-
31.12.2018,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2018,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2018,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2018,Ausländer,weiblich,ledig,13,34005
31.12.2018,Ausländer,weiblich,verheiratet,13,-
31.12.2018,Ausländer,weiblich,verwitwet,13,-
31.12.2018,Ausländer,weiblich,geschieden,13,-
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,1
31.12.2018,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2019,Deutsche,männlich,ledig,13,335631
31.12.2019,Deutsche,männlich,verheiratet,13,-
31.12.2019,Deutsche,männlich,verwitwet,13,-
31.12.2019,Deutsche,männlich,geschieden,13,-
31.12.2019,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2019,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2019,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2019,Deutsche,weiblich,ledig,13,317561
31.12.2019,Deutsche,weiblich,verheiratet,13,-
31.12.2019,Deutsche,weiblich,verwitwet,13,-
31.12.2019,Deutsche,weiblich,geschieden,13,-
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2019,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2019,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2019,Ausländer,männlich,ledig,13,41490
31.12.2019,Ausländer,männlich,verheiratet,13,-
31.12.2019,Ausländer,männlich,verwitwet,13,-
31.12.2019,Ausländer,männlich,geschieden,13,-
31.12.2019,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2019,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2019,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2019,Ausländer,weiblich,ledig,13,37016
31.12.2019,Ausländer,weiblich,verheiratet,13,-
31.12.2019,Ausländer,weiblich,verwitwet,13,-
31.12.2019,Ausländer,weiblich,geschieden,13,-
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2019,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2019,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2020,Deutsche,männlich,ledig,13,342093
31.12.2020,Deutsche,männlich,verheiratet,13,-
31.12.2020,Deutsche,männlich,verwitwet,13,-
31.12.2020,Deutsche,männlich,geschieden,13,-
31.12.2020,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2020,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2020,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2020,Deutsche,weiblich,ledig,13,324079
31.12.2020,Deutsche,weiblich,verheiratet,13,-
31.12.2020,Deutsche,weiblich,verwitwet,13,-
31.12.2020,Deutsche,weiblich,geschieden,13,-
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2020,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2020,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2020,Ausländer,männlich,ledig,13,44066
31.12.2020,Ausländer,männlich,verheiratet,13,-
31.12.2020,Ausländer,männlich,verwitwet,13,-
31.12.2020,Ausländer,männlich,geschieden,13,-
31.12.2020,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2020,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2020,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2020,Ausländer,weiblich,ledig,13,39942
31.12.2020,Ausländer,weiblich,verheiratet,13,-
31.12.2020,Ausländer,weiblich,verwitwet,13,-
31.12.2020,Ausländer,weiblich,geschieden,13,-
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2020,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2020,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2021,Deutsche,männlich,ledig,13,341460
31.12.2021,Deutsche,männlich,verheiratet,13,-
31.12.2021,Deutsche,männlich,verwitwet,13,-
31.12.2021,Deutsche,männlich,geschieden,13,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2021,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2021,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2021,Deutsche,weiblich,ledig,13,325037
31.12.2021,Deutsche,weiblich,verheiratet,13,-
31.12.2021,Deutsche,weiblich,verwitwet,13,-
31.12.2021,Deutsche,weiblich,geschieden,13,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2021,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2021,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2021,Ausländer,männlich,ledig,13,49101
31.12.2021,Ausländer,männlich,verheiratet,13,-
31.12.2021,Ausländer,männlich,verwitwet,13,-
31.12.2021,Ausländer,männlich,geschieden,13,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2021,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2021,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2021,Ausländer,weiblich,ledig,13,44482
31.12.2021,Ausländer,weiblich,verheiratet,13,-
31.12.2021,Ausländer,weiblich,verwitwet,13,-
31.12.2021,Ausländer,weiblich,geschieden,13,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2021,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2021,Ausländer,weiblich,Lebenspartner verstorben,13,-
31.12.2022,Deutsche,männlich,ledig,13,332726
31.12.2022,Deutsche,männlich,verheiratet,13,-
31.12.2022,Deutsche,männlich,verwitwet,13,-
31.12.2022,Deutsche,männlich,geschieden,13,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft,13,-
31.12.2022,Deutsche,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2022,Deutsche,männlich,Lebenspartner verstorben,13,-
31.12.2022,Deutsche,weiblich,ledig,13,315636
31.12.2022,Deutsche,weiblich,verheiratet,13,-
31.12.2022,Deutsche,weiblich,verwitwet,13,-
31.12.2022,Deutsche,weiblich,geschieden,13,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft,13,-
31.12.2022,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2022,Deutsche,weiblich,Lebenspartner verstorben,13,-
31.12.2022,Ausländer,männlich,ledig,13,62185
31.12.2022,Ausländer,männlich,verheiratet,13,-
31.12.2022,Ausländer,männlich,verwitwet,13,-
31.12.2022,Ausländer,männlich,geschieden,13,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft,13,-
31.12.2022,Ausländer,männlich,Lebenspartnerschaft aufgehoben,13,-
31.12.2022,Ausländer,männlich,Lebenspartner verstorben,13,-
31.12.2022,Ausländer,weiblich,ledig,13,56585
31.12.2022,Ausländer,weiblich,verheiratet,13,-
31.12.2022,Ausländer,weiblich,verwitwet,13,-
31.12.2022,Ausländer,weiblich,geschieden,13,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft,13,-
31.12.2022,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,13,-
31.12.2022,Ausländer,weiblich,Lebenspartner verstorben,13,-
__________,,,,13,
31.12.2014,Deutsche,männlich,ledig,14,377114
31.12.2014,Deutsche,männlich,verheiratet,14,-
31.12.2014,Deutsche,männlich,verwitwet,14,-
31.12.2014,Deutsche,männlich,geschieden,14,-
31.12.2014,Deutsche,männlich,Lebenspartnerschaft,14,-
31.12.2014,Deutsche,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2014,Deutsche,männlich,Lebenspartner verstorben,14,-
31.12.2014,Deutsche,weiblich,ledig,14,358361
31.12.2014,Deutsche,weiblich,verheiratet,14,2
31.12.2014,Deutsche,weiblich,verwitwet,14,-
31.12.2014,Deutsche,weiblich,geschieden,14,-
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft,14,-
31.12.2014,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2014,Deutsche,weiblich,Lebenspartner verstorben,14,-
31.12.2014,Ausländer,männlich,ledig,14,25191
31.12.2014,Ausländer,männlich,verheiratet,14,-
31.12.2014,Ausländer,männlich,verwitwet,14,-
31.12.2014,Ausländer,männlich,geschieden,14,-
31.12.2014,Ausländer,männlich,Lebenspartnerschaft,14,-
31.12.2014,Ausländer,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2014,Ausländer,männlich,Lebenspartner verstorben,14,-
31.12.2014,Ausländer,weiblich,ledig,14,23680
31.12.2014,Ausländer,weiblich,verheiratet,14,7
31.12.2014,Ausländer,weiblich,verwitwet,14,-
31.12.2014,Ausländer,weiblich,geschieden,14,1
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft,14,-
31.12.2014,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2014,Ausländer,weiblich,Lebenspartner verstorben,14,-
31.12.2015,Deutsche,männlich,ledig,14,363408
31.12.2015,Deutsche,männlich,verheiratet,14,-
31.12.2015,Deutsche,männlich,verwitwet,14,-
31.12.2015,Deutsche,männlich,geschieden,14,-
31.12.2015,Deutsche,männlich,Lebenspartnerschaft,14,-
31.12.2015,Deutsche,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2015,Deutsche,männlich,Lebenspartner verstorben,14,-
31.12.2015,Deutsche,weiblich,ledig,14,343809
31.12.2015,Deutsche,weiblich,verheiratet,14,1
31.12.2015,Deutsche,weiblich,verwitwet,14,-
31.12.2015,Deutsche,weiblich,geschieden,14,-
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft,14,-
31.12.2015,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2015,Deutsche,weiblich,Lebenspartner verstorben,14,-
31.12.2015,Ausländer,männlich,ledig,14,31551
31.12.2015,Ausländer,männlich,verheiratet,14,-
31.12.2015,Ausländer,männlich,verwitwet,14,-
31.12.2015,Ausländer,männlich,geschieden,14,-
31.12.2015,Ausländer,männlich,Lebenspartnerschaft,14,-
31.12.2015,Ausländer,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2015,Ausländer,männlich,Lebenspartner verstorben,14,-
31.12.2015,Ausländer,weiblich,ledig,14,26207
31.12.2015,Ausländer,weiblich,verheiratet,14,19
31.12.2015,Ausländer,weiblich,verwitwet,14,-
31.12.2015,Ausländer,weiblich,geschieden,14,1
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft,14,-
31.12.2015,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,14,1
31.12.2015,Ausländer,weiblich,Lebenspartner verstorben,14,-
31.12.2016,Deutsche,männlich,ledig,14,354717
31.12.2016,Deutsche,männlich,verheiratet,14,-
31.12.2016,Deutsche,männlich,verwitwet,14,-
31.12.2016,Deutsche,männlich,geschieden,14,-
31.12.2016,Deutsche,männlich,Lebenspartnerschaft,14,-
31.12.2016,Deutsche,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2016,Deutsche,männlich,Lebenspartner verstorben,14,-
31.12.2016,Deutsche,weiblich,ledig,14,336363
31.12.2016,Deutsche,weiblich,verheiratet,14,-
31.12.2016,Deutsche,weiblich,verwitwet,14,-
31.12.2016,Deutsche,weiblich,geschieden,14,-
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft,14,-
31.12.2016,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2016,Deutsche,weiblich,Lebenspartner verstorben,14,-
31.12.2016,Ausländer,männlich,ledig,14,34405
31.12.2016,Ausländer,männlich,verheiratet,14,-
31.12.2016,Ausländer,männlich,verwitwet,14,-
31.12.2016,Ausländer,männlich,geschieden,14,-
31.12.2016,Ausländer,männlich,Lebenspartnerschaft,14,-
31.12.2016,Ausländer,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2016,Ausländer,männlich,Lebenspartner verstorben,14,-
31.12.2016,Ausländer,weiblich,ledig,14,28862
31.12.2016,Ausländer,weiblich,verheiratet,14,8
31.12.2016,Ausländer,weiblich,verwitwet,14,-
31.12.2016,Ausländer,weiblich,geschieden,14,-
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft,14,-
31.12.2016,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,14,1
31.12.2016,Ausländer,weiblich,Lebenspartner verstorben,14,-
31.12.2017,Deutsche,männlich,ledig,14,348405
31.12.2017,Deutsche,männlich,verheiratet,14,-
31.12.2017,Deutsche,männlich,verwitwet,14,-
31.12.2017,Deutsche,männlich,geschieden,14,-
31.12.2017,Deutsche,männlich,Lebenspartnerschaft,14,-
31.12.2017,Deutsche,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2017,Deutsche,männlich,Lebenspartner verstorben,14,-
31.12.2017,Deutsche,weiblich,ledig,14,330742
31.12.2017,Deutsche,weiblich,verheiratet,14,-
31.12.2017,Deutsche,weiblich,verwitwet,14,-
31.12.2017,Deutsche,weiblich,geschieden,14,-
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft,14,-
31.12.2017,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2017,Deutsche,weiblich,Lebenspartner verstorben,14,-
31.12.2017,Ausländer,männlich,ledig,14,36275
31.12.2017,Ausländer,männlich,verheiratet,14,-
31.12.2017,Ausländer,männlich,verwitwet,14,-
31.12.2017,Ausländer,männlich,geschieden,14,-
31.12.2017,Ausländer,männlich,Lebenspartnerschaft,14,-
31.12.2017,Ausländer,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2017,Ausländer,männlich,Lebenspartner verstorben,14,-
31.12.2017,Ausländer,weiblich,ledig,14,31799
31.12.2017,Ausländer,weiblich,verheiratet,14,5
31.12.2017,Ausländer,weiblich,verwitwet,14,-
31.12.2017,Ausländer,weiblich,geschieden,14,-
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft,14,1
31.12.2017,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,14,1
31.12.2017,Ausländer,weiblich,Lebenspartner verstorben,14,-
31.12.2018,Deutsche,männlich,ledig,14,348344
31.12.2018,Deutsche,männlich,verheiratet,14,-
31.12.2018,Deutsche,männlich,verwitwet,14,-
31.12.2018,Deutsche,männlich,geschieden,14,-
31.12.2018,Deutsche,männlich,Lebenspartnerschaft,14,-
31.12.2018,Deutsche,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2018,Deutsche,männlich,Lebenspartner verstorben,14,-
31.12.2018,Deutsche,weiblich,ledig,14,331041
31.12.2018,Deutsche,weiblich,verheiratet,14,-
31.12.2018,Deutsche,weiblich,verwitwet,14,-
31.12.2018,Deutsche,weiblich,geschieden,14,-
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft,14,-
31.12.2018,Deutsche,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2018,Deutsche,weiblich,Lebenspartner verstorben,14,-
31.12.2018,Ausländer,männlich,ledig,14,38217
31.12.2018,Ausländer,männlich,verheiratet,14,-
31.12.2018,Ausländer,männlich,verwitwet,14,-
31.12.2018,Ausländer,männlich,geschieden,14,-
31.12.2018,Ausländer,männlich,Lebenspartnerschaft,14,-
31.12.2018,Ausländer,männlich,Lebenspartnerschaft aufgehoben,14,-
31.12.2018,Ausländer,männlich,Lebenspartner verstorben,14,-
31.12.2018,Ausländer,weiblich,ledig,14,34019
31.12.2018,Ausländer,weiblich,verheiratet,14,-
31.12.2018,Ausländer,weiblich,verwitwet,14,1
31.12.2018,Ausländer,weiblich,geschieden,14,-
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft,14,-
31.12.2018,Ausländer,weiblich,Lebenspartnerschaft aufgehoben,14,-
31.12.2018,Ausländer,weiblich,Lebenspartner verstorben,14,-
31.12.2019,Deutsche,männlich,ledig,14,340669
31.12.2019,Deutsche,männlich,verheiratet,14,-
31.12.2019,Deutsche,männlich,verwitwet,14,-
31.12.2019,Deutsche,männlich,geschieden,14,-
